Event,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC Fight Night: Dern vs. Yan,,Raoni Barcelos,Trevin Jones,1,73,2,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,,Sodiq Yusuff,Don Shainis,0,9,0,1,Featherweight,SUB,1,0:30
UFC Fight Night: Dern vs. Yan,,Mike Davis,Viacheslav Borshchev,0,65,9,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,,Daniel Santos,John Castaneda,1,69,2,0,Catch Weight,KO/TKO,2,4:28
UFC Fight Night: Sandhagen vs. Song,,,,,,,,,,,
UFC Fight Night: Sandhagen vs. Song,,Cory Sandhagen,Song Yadong,0,94,1,0,Bantamweight,KO/TKO,4,5:00
UFC Fight Night: Sandhagen vs. Song,,Gregory Rodrigues,Chidi Njokuani,1,48,1,0,Middleweight,KO/TKO,2,1:27
UFC Fight Night: Sandhagen vs. Song,,Andre Fili,Bill Algeo,0,59,1,2,Featherweight,S-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,,Joe Pyfer,Alen Amedovski,1,14,0,0,Middleweight,KO/TKO,1,3:55
UFC Fight Night: Sandhagen vs. Song,,Rodrigo Nascimento,Tanner Boser,0,36,3,1,Heavyweight,S-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,,Anthony Hernandez,Marc-Andre Barriault,0,39,8,2,Middleweight,SUB,3,1:53
UFC Fight Night: Sandhagen vs. Song,,Damon Jackson,Pat Sabatini,0,11,1,0,Featherweight,KO/TKO,1,1:09
UFC Fight Night: Gane vs. Tuivasa,,Abus Magomedov,Dustin Stoltzfus,1,7,0,0,Middleweight,KO/TKO,1,0:19
UFC Fight Night: Gane vs. Tuivasa,,Nasrat Haqparast,John Makdessi,1,64,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,,Fares Ziam,Michal Figlak,0,60,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Gane vs. Tuivasa,,Benoit Saint Denis,Gabriel Miranda,3,42,1,0,Lightweight,KO/TKO,2,0:16
UFC Fight Night: Gane vs. Tuivasa,,Cristian Quinonez,Khalid Taha,0,19,0,0,Bantamweight,KO/TKO,1,3:15
UFC Fight Night: Gane vs. Tuivasa,,Stephanie Egger,Ailin Perez,0,15,2,1,Women's Featherweight,SUB,2,4:54
UFC Fight Night: Dern vs. Yan,,Ilir Latifi,Aleksei Oleinik,0,38,3,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Yan,,Joaquim Silva,Jesse Ronson,1,45,0,0,Lightweight,KO/TKO,2,3:08
UFC Fight Night: Dern vs. Yan,,Brendan Allen,Krzysztof Jotko,0,3,1,1,Middleweight,SUB,1,4:17
UFC Fight Night: Dern vs. Yan,,Chelsea Chandler,Julija Stoliarenko,0,38,0,0,Catch Weight,KO/TKO,1,4:15
UFC Fight Night: Dern vs. Yan,,Guido Cannetti,Randy Costa,0,8,1,1,Bantamweight,SUB,1,1:04
UFC Fight Night: Sandhagen vs. Song,,Trevin Giles,Louis Cosce,0,25,2,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,,Loma Lookboonmee,Denise Gomes,0,48,4,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,,Trey Ogden,Daniel Zellhuber,0,71,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,,Gillian Robertson,Mariya Agapova,0,4,3,1,Women's Flyweight,SUB,2,2:19
UFC Fight Night: Sandhagen vs. Song,,Javid Basharat,Tony Gravely,0,80,2,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Song,,Nikolas Motta,Cameron VanCamp,1,24,0,0,Lightweight,KO/TKO,1,3:49
UFC Fight Night: Kattar vs. Allen,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,,Arnold Allen,Calvin Kattar,0,28,0,0,Featherweight,KO/TKO,2,0:08
UFC Fight Night: Kattar vs. Allen,,Max Griffin,Tim Means,1,42,3,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,,Waldo Cortes-Acosta,Jared Vanderaa,0,73,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,,Tresean Gore,Josh Fremd,0,10,3,1,Middleweight,SUB,2,0:49
UFC Fight Night: Kattar vs. Allen,,Khalil Rountree Jr.,Dustin Jacoby,0,85,0,0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,,Roman Dolidze,Phil Hawes,1,18,0,1,Middleweight,KO/TKO,1,4:09
UFC Fight Night: Kattar vs. Allen,,Marcos Rogerio de Lima,Andrei Arlovski,1,6,0,1,Heavyweight,SUB,1,1:50
UFC Fight Night: Kattar vs. Allen,,JunYong Park,Joseph Holmes,0,18,2,2,Middleweight,SUB,2,3:04
UFC Fight Night: Kattar vs. Allen,,Steve Garcia,Chase Hooper,3,29,0,0,Featherweight,KO/TKO,1,1:32
UFC Fight Night: Kattar vs. Allen,,Cody Durden,Carlos Mota,0,17,4,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,,Christian Rodriguez,Joshua Weems,0,9,0,1,Bantamweight,SUB,1,4:07
UFC Fight Night: Rodriguez vs. Lemos,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,,Amanda Lemos,Marina Rodriguez,0,29,1,1,Women's Strawweight,KO/TKO,3,0:54
UFC Fight Night: Rodriguez vs. Lemos,,Neil Magny,Daniel Rodriguez,0,57,5,1,Welterweight,SUB,3,3:33
UFC Fight Night: Rodriguez vs. Lemos,,Shayilan Nuerdanbieke,Darrick Minner,1,19,0,0,Featherweight,KO/TKO,1,1:07
UFC Fight Night: Rodriguez vs. Lemos,,Tagir Ulanbekov,Nate Maness,0,4,1,1,Flyweight,SUB,1,2:11
UFC Fight Night: Rodriguez vs. Lemos,,Grant Dawson,Mark Madsen,1,33,2,2,Lightweight,SUB,3,2:05
UFC Fight Night: Rodriguez vs. Lemos,,Miranda Maverick,Shanna Young,0,63,5,1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Lemos,,Mario Bautista,Benito Lopez,0,44,1,3,Bantamweight,SUB,1,4:54
UFC Fight Night: Rodriguez vs. Lemos,,Polyana Viana,Jinh Yu Frey,1,11,0,0,Women's Strawweight,KO/TKO,1,0:47
UFC Fight Night: Rodriguez vs. Lemos,,Johnny Munoz,Liudvik Sholinian,0,78,2,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Lemos,,Jake Hadley,Carlos Candelario,0,90,0,1,Flyweight,SUB,2,2:39
UFC Fight Night: Rodriguez vs. Lemos,,Tamires Vidal,Ramona Pascual,1,17,0,0,Women's Bantamweight,KO/TKO,1,3:06
UFC 280: Oliveira vs. Makhachev,,,,,,,,,,,
UFC 280: Oliveira vs. Makhachev,,Islam Makhachev,Charles Oliveira,1,30,2,1,Lightweight,SUB,2,3:16
UFC 280: Oliveira vs. Makhachev,,Aljamain Sterling,TJ Dillashaw,0,72,5,2,Bantamweight,KO/TKO,2,3:44
UFC 280: Oliveira vs. Makhachev,,Sean O'Malley,Petr Yan,0,84,0,0,Bantamweight,S-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,,Beneil Dariush,Mateusz Gamrot,1,59,0,0,Lightweight,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,,Manon Fiorot,Katlyn Cerminara,0,98,1,0,Women's Flyweight,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,,Belal Muhammad,Sean Brady,0,80,0,0,Welterweight,KO/TKO,2,4:47
UFC 280: Oliveira vs. Makhachev,,Caio Borralho,Makhmud Muradov,0,19,1,2,Middleweight,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,,Nikita Krylov,Volkan Oezdemir,0,57,7,1,Light Heavyweight,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,0,40,1,0,Welterweight,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,,Armen Petrosyan,AJ Dobson,0,118,0,0,Middleweight,U-DEC,3,5:00
UFC 280: Oliveira vs. Makhachev,,Muhammad Mokaev,Malcolm Gordon,0,21,6,1,Flyweight,SUB,3,4:26
UFC 280: Oliveira vs. Makhachev,,Karol Rosa,Lina Lansberg,0,54,3,0,Women's Bantamweight,M-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,,Alex Pereira,Israel Adesanya,0,91,1,0,Middleweight,KO/TKO,5,2:01
UFC 281: Adesanya vs. Pereira,,Zhang Weili,Carla Esparza,0,37,0,1,Women's Strawweight,SUB,2,1:05
UFC 281: Adesanya vs. Pereira,,Dustin Poirier,Michael Chandler,0,38,0,2,Lightweight,SUB,3,2:00
UFC 281: Adesanya vs. Pereira,,Chris Gutierrez,Frankie Edgar,1,10,0,0,Bantamweight,KO/TKO,1,2:01
UFC 281: Adesanya vs. Pereira,,Dan Hooker,Claudio Puelles,1,29,0,1,Lightweight,KO/TKO,2,4:06
UFC 281: Adesanya vs. Pereira,,Renato Moicano,Brad Riddell,0,10,0,1,Lightweight,SUB,1,3:20
UFC 281: Adesanya vs. Pereira,,Ryan Spann,Dominick Reyes,1,8,0,0,Light Heavyweight,KO/TKO,1,1:20
UFC 281: Adesanya vs. Pereira,,Erin Blanchfield,Molly McCann,0,25,1,2,Women's Flyweight,SUB,1,3:37
UFC 281: Adesanya vs. Pereira,,Andre Petroski,Wellington Turman,0,42,8,2,Middleweight,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,,Matt Frevola,Ottman Azaitar,1,11,0,0,Lightweight,KO/TKO,1,2:30
UFC 281: Adesanya vs. Pereira,,Karolina Kowalkiewicz,Silvana Gomez Juarez,0,74,2,0,Women's Strawweight,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,,Michael Trizano,SeungWoo Choi,2,32,0,0,Featherweight,KO/TKO,1,4:51
UFC 281: Adesanya vs. Pereira,,Montel Jackson,Julio Arce,1,48,0,0,Bantamweight,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,,Carlos Ulberg,Nicolae Negumereanu,1,14,0,0,Light Heavyweight,KO/TKO,1,3:44
UFC Fight Night: Nzechukwu vs. Cutelaba,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,,Kennedy Nzechukwu,Ion Cutelaba,1,24,0,0,Light Heavyweight,KO/TKO,2,1:02
UFC Fight Night: Nzechukwu vs. Cutelaba,,Waldo Cortes-Acosta,Chase Sherman,0,147,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,,Muslim Salikhov,Andre Fialho,0,56,1,0,Welterweight,KO/TKO,3,1:03
UFC Fight Night: Nzechukwu vs. Cutelaba,,Jack Della Maddalena,Danny Roberts,2,33,0,0,Welterweight,KO/TKO,1,3:24
UFC Fight Night: Nzechukwu vs. Cutelaba,,Charles Johnson,Zhalgas Zhumagulov,0,115,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,,Jennifer Maia,Maryna Moroz,0,109,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,,Miles Johns,Vince Morales,0,38,1,0,Bantamweight,U-DEC,3,5:00
UFC 282: Blachowicz vs. Ankalaev,,,,,,,,,,,
UFC 282: Blachowicz vs. Ankalaev,,Jan Blachowicz,Magomed Ankalaev,0,55,0,0,Light Heavyweight,S-DEC,5,5:00
UFC 282: Blachowicz vs. Ankalaev,,Paddy Pimblett,Jared Gordon,0,63,0,0,Lightweight,U-DEC,3,5:00
UFC 282: Blachowicz vs. Ankalaev,,Santiago Ponzinibbio,Alex Morono,1,66,0,0,Catch Weight,KO/TKO,3,2:29
UFC 282: Blachowicz vs. Ankalaev,,Dricus Du Plessis,Darren Till,0,86,6,3,Middleweight,SUB,3,2:43
UFC 282: Blachowicz vs. Ankalaev,,Ilia Topuria,Bryce Mitchell,1,40,0,1,Featherweight,SUB,2,3:10
UFC 282: Blachowicz vs. Ankalaev,,Raul Rosas Jr.,Jay Perrin,0,3,2,2,Bantamweight,SUB,1,2:44
UFC 282: Blachowicz vs. Ankalaev,,Jairzinho Rozenstruik,Chris Daukaus,1,12,0,0,Heavyweight,KO/TKO,1,0:23
UFC Fight Night: Nzechukwu vs. Cutelaba,,Ricky Turcios,Kevin Natividad,0,68,2,1,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,,Vanessa Demopoulos,Maria Oliveira,1,55,2,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,,Brady Hiestand,Fernie Garcia,0,19,3,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,,Natalia Silva,Tereza Bleda,1,45,0,0,Women's Flyweight,KO/TKO,3,1:27
UFC 282: Blachowicz vs. Ankalaev,,Edmen Shahbazyan,Dalcha Lungiambula,0,54,0,0,Middleweight,KO/TKO,2,4:41
UFC 282: Blachowicz vs. Ankalaev,,Chris Curtis,Joaquin Buckley,1,36,0,0,Middleweight,KO/TKO,2,2:49
UFC 282: Blachowicz vs. Ankalaev,,Billy Quarantillo,Alexander Hernandez,0,87,2,0,Featherweight,KO/TKO,2,4:30
UFC 282: Blachowicz vs. Ankalaev,,TJ Brown,Erik Silva,0,24,2,1,Featherweight,SUB,3,3:41
UFC 282: Blachowicz vs. Ankalaev,,Cameron Saaiman,Steven Koslow,0,53,0,0,Bantamweight,KO/TKO,3,4:13
UFC Fight Night: Thompson vs. Holland,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,,Stephen Thompson,Kevin Holland,0,163,0,0,Welterweight,KO/TKO,4,5:00
UFC Fight Night: Thompson vs. Holland,,Rafael Dos Anjos,Bryan Barberena,0,20,4,2,Welterweight,SUB,2,3:20
UFC Fight Night: Thompson vs. Holland,,Matheus Nicolau,Matt Schnell,2,32,1,0,Flyweight,KO/TKO,2,1:44
UFC Fight Night: Thompson vs. Holland,,Sergei Pavlovich,Tai Tuivasa,2,23,0,0,Heavyweight,KO/TKO,1,0:54
UFC Fight Night: Thompson vs. Holland,,Roman Dolidze,Jack Hermansson,0,25,0,3,Middleweight,KO/TKO,2,4:06
UFC Fight Night: Thompson vs. Holland,,Eryk Anders,Kyle Daukaus,1,49,1,0,Middleweight,KO/TKO,2,2:45
UFC Fight Night: Thompson vs. Holland,,Phil Rowe,Niko Price,0,63,1,2,Welterweight,KO/TKO,3,3:26
UFC Fight Night: Thompson vs. Holland,,Angela Hill,Emily Ducote,0,182,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,,Clay Guida,Scott Holtzman,0,66,4,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,,Michael Johnson,Marc Diakiese,0,83,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,,Jonathan Pearce,Darren Elkins,0,110,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,,Natan Levy,Genaro Valdez,0,67,6,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,,Francis Marshall,Marcelo Rojo,1,23,1,0,Featherweight,KO/TKO,2,1:14
UFC Fight Night: Thompson vs. Holland,,Yazmin Jauregui,Istela Nunes,2,67,0,0,Women's Strawweight,KO/TKO,2,4:06
UFC Fight Night: Strickland vs. Imavov,,,,,,,,,,,
UFC Fight Night: Strickland vs. Imavov,,Sean Strickland,Nassourdine Imavov,0,182,1,0,Light Heavyweight,U-DEC,5,5:00
UFC Fight Night: Strickland vs. Imavov,,Dan Ige,Damon Jackson,1,34,1,0,Featherweight,KO/TKO,2,4:13
UFC Fight Night: Strickland vs. Imavov,,Roman Kopylov,Punahele Soriano,0,82,1,0,Middleweight,KO/TKO,2,3:19
UFC Fight Night: Strickland vs. Imavov,,Raquel Pennington,Ketlen Vieira,0,81,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,,Umar Nurmagomedov,Raoni Barcelos,1,36,0,0,Bantamweight,KO/TKO,1,4:40
UFC Fight Night: Strickland vs. Imavov,,Javid Basharat,Mateus Mendonca,0,95,3,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,,Abdul Razak Alhassan,Claudio Ribeiro,1,17,0,0,Middleweight,KO/TKO,2,0:28
UFC Fight Night: Strickland vs. Imavov,,Mateusz Rebecki,Nick Fiore,0,89,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,,Allan Nascimento,Carlos Hernandez,0,6,2,1,Flyweight,SUB,1,3:16
UFC Fight Night: Strickland vs. Imavov,,Dan Argueta,Nick Aguirre,0,47,4,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,,Charles Johnson,Jimmy Flick,0,34,0,0,Flyweight,KO/TKO,1,4:33
UFC Fight Night: Cannonier vs. Strickland,,,,,,,,,,,
UFC Fight Night: Cannonier vs. Strickland,,Jared Cannonier,Sean Strickland,0,141,0,0,Middleweight,S-DEC,5,5:00
UFC Fight Night: Cannonier vs. Strickland,,Arman Tsarukyan,Damir Ismagulov,0,34,7,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,,Amir Albazi,Alessandro Costa,2,37,1,0,Flyweight,KO/TKO,3,2:13
UFC Fight Night: Cannonier vs. Strickland,,Alex Caceres,Julian Erosa,1,16,0,0,Featherweight,KO/TKO,1,3:04
UFC Fight Night: Cannonier vs. Strickland,,Drew Dober,Bobby Green,1,34,0,0,Lightweight,KO/TKO,2,2:45
UFC Fight Night: Cannonier vs. Strickland,,Michal Oleksiejczuk,Cody Brundage,0,15,0,0,Middleweight,KO/TKO,1,3:16
UFC Fight Night: Cannonier vs. Strickland,,Cory McKenna,Cheyanne Vlismas,0,22,2,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,,Matthew Semelsberger,Jake Matthews,3,45,3,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,,Said Nurmagomedov,Saidyokub Kakhramonov,0,7,0,3,Bantamweight,SUB,2,3:50
UFC Fight Night: Cannonier vs. Strickland,,Rafa Garcia,Maheshate,0,49,6,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,,Rinat Fakhretdinov,Bryan Battle,1,43,7,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,,Manel Kape,David Dvorak,1,58,0,2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,,Sergey Morozov,Journey Newson,0,30,6,0,Bantamweight,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,,,,,,,,,,,
UFC 283: Teixeira vs. Hill,,Jamahal Hill,Glover Teixeira,0,232,0,0,Light Heavyweight,U-DEC,5,5:00
UFC 283: Teixeira vs. Hill,,Brandon Moreno,Deiveson Figueiredo,0,48,3,0,Flyweight,KO/TKO,3,5:00
UFC 283: Teixeira vs. Hill,,Gilbert Burns,Neil Magny,0,5,1,1,Welterweight,SUB,1,4:15
UFC 283: Teixeira vs. Hill,,Jessica Andrade,Lauren Murphy,0,231,1,0,Women's Flyweight,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,,Johnny Walker,Paul Craig,1,16,0,0,Light Heavyweight,KO/TKO,1,2:16
UFC 283: Teixeira vs. Hill,,Ihor Potieria,Mauricio Rua,1,21,0,0,Light Heavyweight,KO/TKO,1,4:05
UFC 283: Teixeira vs. Hill,,Brunno Ferreira,Gregory Rodrigues,1,22,0,0,Middleweight,KO/TKO,1,4:13
UFC 283: Teixeira vs. Hill,,Thiago Moises,Melquizael Costa,0,22,4,1,Lightweight,SUB,2,4:05
UFC 283: Teixeira vs. Hill,,Gabriel Bonfim,Mounir Lazzez,0,9,0,1,Welterweight,SUB,1,0:49
UFC 283: Teixeira vs. Hill,,Jailton Almeida,Shamil Abdurakhimov,0,45,3,0,Heavyweight,KO/TKO,2,2:56
UFC 283: Teixeira vs. Hill,,Cody Stamann,Luan Lacerda,0,103,0,0,Bantamweight,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,,Ismael Bonfim,Terrance McKinney,1,34,1,0,Lightweight,KO/TKO,2,2:17
UFC 283: Teixeira vs. Hill,,Nicolas Dalby,Warlley Alves,0,119,0,0,Welterweight,S-DEC,3,5:00
UFC 283: Teixeira vs. Hill,,Josiane Nunes,Zarah Fairn,0,102,0,0,Women's Featherweight,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,,Daniel Marcos,Saimon Oliveira,1,53,0,0,Bantamweight,KO/TKO,2,2:18
UFC Fight Night: Andrade vs. Blanchfield,,,,,,,,,,,
UFC Fight Night: Andrade vs. Blanchfield,,Erin Blanchfield,Jessica Andrade,0,51,1,1,Women's Flyweight,SUB,2,1:37
UFC Fight Night: Andrade vs. Blanchfield,,Zac Pauga,Jordan Wright,0,59,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,,Jamal Pogues,Josh Parisian,0,33,5,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,,Marcin Prachnio,William Knight,0,79,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,,Alexander Hernandez,Jim Miller,0,108,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,,Nazim Sadykhov,Evan Elder,0,64,1,0,Lightweight,KO/TKO,3,0:38
UFC Fight Night: Andrade vs. Blanchfield,,Mayra Bueno Silva,Lina Lansberg,0,39,2,1,Women's Bantamweight,SUB,2,4:45
UFC Fight Night: Andrade vs. Blanchfield,,Jamall Emmers,Khusein Askhabov,0,62,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,,Philipe Lins,Ovince Saint Preux,1,18,0,0,Light Heavyweight,KO/TKO,1,0:49
UFC Fight Night: Andrade vs. Blanchfield,,AJ Fletcher,Themba Gorimbo,0,7,0,1,Welterweight,SUB,2,1:37
UFC Fight Night: Andrade vs. Blanchfield,,Clayton Carpenter,Juancamilo Ronderos,0,3,0,3,Flyweight,SUB,1,3:13
UFC 284: Makhachev vs. Volkanovski,,,,,,,,,,,
UFC 284: Makhachev vs. Volkanovski,,Islam Makhachev,Alexander Volkanovski,0,57,4,0,Lightweight,U-DEC,5,5:00
UFC 284: Makhachev vs. Volkanovski,,Yair Rodriguez,Josh Emmett,0,62,0,1,Featherweight,SUB,2,4:19
UFC 284: Makhachev vs. Volkanovski,,Jack Della Maddalena,Randy Brown,1,14,0,1,Welterweight,SUB,1,2:13
UFC 284: Makhachev vs. Volkanovski,,Justin Tafa,Parker Porter,1,8,0,0,Heavyweight,KO/TKO,1,1:06
UFC 284: Makhachev vs. Volkanovski,,Jimmy Crute,Alonzo Menifield,0,31,6,3,Light Heavyweight,M-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,,Modestas Bukauskas,Tyson Pedro,0,44,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,,Josh Culibao,Melsik Baghdasaryan,0,16,0,1,Featherweight,SUB,2,2:02
UFC 284: Makhachev vs. Volkanovski,,Kleydson Rodrigues,Shannon Ross,1,14,0,0,Flyweight,KO/TKO,1,0:59
UFC 284: Makhachev vs. Volkanovski,,Jamie Mullarkey,Francisco Prado,0,59,3,0,Lightweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,,Jack Jenkins,Don Shainis,0,82,4,0,Featherweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,,Loma Lookboonmee,Elise Reed,0,17,2,1,Women's Strawweight,SUB,2,0:44
UFC 284: Makhachev vs. Volkanovski,,Blake Bilder,Shane Young,0,111,1,0,Featherweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,,Elves Brener,Zubaira Tukhugov,0,69,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,,,,,,,,,,,
UFC Fight Night: Lewis vs. Spivac,,Serghei Spivac,Derrick Lewis,0,12,6,1,Heavyweight,SUB,1,3:05
UFC Fight Night: Lewis vs. Spivac,,Devin Clark,Da Woon Jung,0,39,3,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,,Marcin Tybura,Blagoy Ivanov,0,40,1,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,,Dooho Choi,Kyle Nelson,0,50,0,0,Featherweight,M-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,,Adam Fugitt,Yusaku Kinoshita,0,21,4,0,Welterweight,KO/TKO,1,4:36
UFC Fight Night: Lewis vs. Spivac,,Anshul Jubli,Jeka Saragih,0,38,2,1,Lightweight,KO/TKO,2,3:44
UFC Fight Night: Lewis vs. Spivac,,JeongYeong Lee,Yizha,0,25,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,,Rinya Nakamura,Toshiomi Kazama,2,11,0,0,Bantamweight,KO/TKO,1,0:33
UFC Fight Night: Lewis vs. Spivac,,HyunSung Park,SeungGuk Choi,0,38,1,3,Flyweight,SUB,3,3:11
UFC Fight Night: Lewis vs. Spivac,,JunYong Park,Denis Tiuliulin,0,25,1,1,Middleweight,SUB,1,4:05
UFC Fight Night: Lewis vs. Spivac,,Tatsuro Taira,Jesus Aguilar,0,1,1,2,Flyweight,SUB,1,4:20
UFC Fight Night: Muniz vs. Allen,,,,,,,,,,,
UFC Fight Night: Muniz vs. Allen,,Brendan Allen,Andre Muniz,0,42,1,2,Middleweight,SUB,3,4:25
UFC Fight Night: Muniz vs. Allen,,Augusto Sakai,Don'Tale Mayes,0,53,1,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,,Tatiana Suarez,Montana De La Rosa,0,10,2,1,Women's Flyweight,SUB,2,2:51
UFC Fight Night: Muniz vs. Allen,,Mike Malott,Yohan Lainesse,0,9,1,1,Welterweight,SUB,1,4:15
UFC Fight Night: Muniz vs. Allen,,Trevor Peek,Erick Gonzalez,2,51,0,0,Lightweight,KO/TKO,1,4:59
UFC Fight Night: Muniz vs. Allen,,Jasmine Jasudavicius,Gabriella Fernandes,0,24,4,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,,Jordan Leavitt,Victor Martinez,1,17,0,0,Lightweight,KO/TKO,1,2:27
UFC Fight Night: Muniz vs. Allen,,Ode Osbourne,Charles Johnson,0,48,3,0,Catch Weight,S-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,,Joe Solecki,Carl Deaton,0,2,2,3,Lightweight,SUB,2,4:55
UFC Fight Night: Muniz vs. Allen,,Nurullo Aliev,Rafael Alves,0,19,3,0,Lightweight,M-DEC,3,5:00
UFC 285: Jones vs. Gane,,,,,,,,,,,
UFC 285: Jones vs. Gane,,Jon Jones,Ciryl Gane,0,5,2,1,Heavyweight,SUB,1,2:04
UFC 285: Jones vs. Gane,,Alexa Grasso,Valentina Shevchenko,0,59,0,1,Women's Flyweight,SUB,4,4:34
UFC 285: Jones vs. Gane,,Shavkat Rakhmonov,Geoff Neal,0,113,0,1,Welterweight,SUB,3,4:17
